Stream,Interest,Math_Score,Communication_Score,Technical_Skill_Score,Creativity_Score,Aptitude_Score,Skill_Level,Recommended_Career
Commerce,Finance,42,59,94,41,46,Beginner,Investment Banker
PCM,AI,80,69,68,47,62,Intermediate,Software Developer
PCB,Medical,86,53,42,90,61,Intermediate,Pharmacist
PCMB,Research,48,97,41,61,50,Beginner,Genetic Engineer
Arts,Design,74,66,99,86,48,Beginner,Psychologist
Commerce,Marketing,93,52,98,62,87,Advanced,Financial Analyst
Commerce,Marketing,96,49,100,94,68,Intermediate,Chartered Accountant
Arts,Design,90,48,52,75,40,Beginner,Journalist
PCM,Data,44,66,40,52,55,Beginner,Civil Engineer
PCMB,Research,62,65,81,82,40,Beginner,Biomedical Engineer
PCM,Technology,77,83,40,56,67,Intermediate,Civil Engineer
PCM,Data,42,46,99,55,95,Advanced,Data Scientist
Arts,Human Behavior,68,59,89,64,78,Intermediate,Graphic Designer
PCB,Research,76,75,80,97,63,Intermediate,Microbiologist
PCB,Healthcare,56,78,68,70,83,Advanced,Pharmacist
PCM,Engineering,54,64,56,58,40,Beginner,Data Scientist
PCB,Medical,94,47,97,100,66,Intermediate,Pharmacist
PCM,Engineering,89,97,74,69,41,Beginner,Civil Engineer
PCM,Data,73,74,97,46,99,Advanced,AI Engineer
Commerce,Marketing,59,51,57,42,68,Intermediate,Chartered Accountant
PCM,AI,93,41,52,86,65,Intermediate,Civil Engineer
PCMB,Research,61,68,84,55,47,Beginner,Biomedical Engineer
PCMB,Biotech,68,79,79,50,100,Advanced,Biomedical Engineer
PCMB,Biotech,78,92,71,50,45,Beginner,Biomedical Engineer
PCB,Medical,89,51,76,48,65,Intermediate,Doctor
PCMB,Biotech,99,77,86,96,71,Intermediate,Biomedical Engineer
Arts,Writing,78,70,78,41,45,Beginner,Psychologist
PCMB,Biotech,79,74,91,41,92,Advanced,Bioinformatics Scientist
PCB,Medical,50,88,81,90,80,Intermediate,Nurse
Commerce,Finance,89,79,52,84,98,Advanced,Chartered Accountant
Arts,Design,100,98,94,49,78,Intermediate,Journalist
Arts,Writing,61,91,95,73,47,Beginner,Graphic Designer
PCB,Research,73,89,81,94,56,Beginner,Microbiologist
Arts,Design,60,42,85,43,74,Intermediate,Graphic Designer
PCMB,Research,66,89,56,62,77,Intermediate,Biomedical Engineer
Commerce,Finance,89,44,100,69,58,Beginner,Financial Analyst
Arts,Writing,58,80,53,97,95,Advanced,Lawyer
PCB,Medical,63,78,58,46,74,Intermediate,Nurse
PCM,Technology,41,66,93,57,82,Advanced,Mechanical Engineer
PCM,Technology,97,98,88,50,86,Advanced,Data Scientist
PCMB,Research,92,98,87,86,95,Advanced,Bioinformatics Scientist
Arts,Design,45,44,90,69,64,Intermediate,Psychologist
Commerce,Business,54,58,67,95,51,Beginner,Investment Banker
PCB,Medical,80,87,84,62,86,Advanced,Biotechnologist
PCB,Research,61,64,82,81,51,Beginner,Doctor
Arts,Design,89,56,99,56,41,Beginner,Journalist
PCMB,AI,92,67,67,48,63,Intermediate,Bioinformatics Scientist
PCMB,AI,82,65,83,55,42,Beginner,Bioinformatics Scientist
PCM,AI,77,63,47,97,97,Advanced,Data Scientist
PCM,Data,98,87,82,84,99,Advanced,AI Engineer
Arts,Design,85,84,52,55,69,Intermediate,Lawyer
PCMB,AI,82,60,83,69,100,Advanced,Genetic Engineer
PCB,Medical,47,67,48,54,98,Advanced,Nurse
PCB,Healthcare,44,83,91,59,53,Beginner,Pharmacist
Commerce,Marketing,63,55,93,79,53,Beginner,Business Analyst
Commerce,Marketing,93,90,58,60,79,Intermediate,Investment Banker
Commerce,Business,95,79,95,43,73,Intermediate,Financial Analyst
PCMB,Biotech,84,82,74,75,54,Beginner,Genetic Engineer
PCB,Healthcare,50,61,48,64,80,Intermediate,Doctor
Commerce,Finance,67,82,66,98,81,Advanced,Investment Banker
Arts,Human Behavior,74,65,54,80,61,Intermediate,Graphic Designer
Arts,Human Behavior,87,43,90,47,91,Advanced,Journalist
Commerce,Marketing,63,42,84,99,46,Beginner,Investment Banker
PCMB,Biotech,79,65,59,56,92,Advanced,Genetic Engineer
Arts,Design,82,72,69,53,49,Beginner,Lawyer
Arts,Writing,77,80,57,59,56,Beginner,Psychologist
PCMB,Research,53,62,87,52,42,Beginner,Genetic Engineer
Commerce,Business,64,47,76,75,87,Advanced,Business Analyst
PCB,Healthcare,53,67,51,45,88,Advanced,Biotechnologist
PCM,Technology,91,52,62,72,48,Beginner,Software Developer
Arts,Design,55,53,79,50,87,Advanced,Graphic Designer
PCM,Engineering,64,82,58,64,49,Beginner,Civil Engineer
PCMB,AI,58,88,47,85,50,Beginner,Biomedical Engineer
Arts,Writing,55,49,62,81,56,Beginner,Psychologist
Commerce,Finance,96,80,88,92,41,Beginner,Chartered Accountant
PCMB,Biotech,71,95,95,67,96,Advanced,Biomedical Engineer
PCM,Engineering,47,79,63,81,95,Advanced,Mechanical Engineer
Arts,Design,74,59,43,72,66,Intermediate,Journalist
PCMB,Research,63,70,77,52,65,Intermediate,Biomedical Engineer
Arts,Writing,89,85,51,64,54,Beginner,Lawyer
PCMB,Biotech,97,41,91,84,99,Advanced,Biomedical Engineer
PCM,Technology,55,68,82,93,66,Intermediate,AI Engineer
Arts,Writing,42,73,84,97,72,Intermediate,Lawyer
PCMB,AI,49,62,80,61,49,Beginner,Bioinformatics Scientist
PCMB,Research,83,70,43,69,86,Advanced,Biomedical Engineer
PCB,Medical,61,70,94,72,50,Beginner,Doctor
PCM,Data,82,84,51,65,58,Beginner,Civil Engineer
PCMB,Research,66,88,42,93,95,Advanced,Genetic Engineer
PCB,Healthcare,48,60,92,56,63,Intermediate,Doctor
PCB,Medical,43,87,84,54,81,Advanced,Microbiologist
PCM,Technology,87,57,81,72,62,Intermediate,Software Developer
Arts,Design,86,72,84,52,67,Intermediate,Journalist
PCMB,Biotech,42,91,89,97,62,Intermediate,Genetic Engineer
PCMB,Research,68,54,69,79,92,Advanced,Biomedical Engineer
PCM,Data,46,43,93,69,90,Advanced,AI Engineer
Arts,Writing,62,99,53,53,86,Advanced,Journalist
Commerce,Finance,84,62,98,56,56,Beginner,Investment Banker
Arts,Design,50,84,96,72,91,Advanced,Psychologist
Arts,Human Behavior,90,61,48,74,66,Intermediate,Lawyer
PCB,Medical,40,68,95,45,84,Advanced,Biotechnologist
PCB,Research,100,51,64,40,52,Beginner,Microbiologist
PCMB,AI,92,83,51,87,63,Intermediate,Biomedical Engineer
PCB,Healthcare,68,57,42,88,79,Intermediate,Nurse
PCB,Healthcare,78,75,40,80,47,Beginner,Nurse
Commerce,Marketing,74,58,97,96,44,Beginner,Business Analyst
PCM,AI,67,79,90,90,70,Intermediate,Data Scientist
Arts,Writing,96,61,73,65,56,Beginner,Psychologist
PCM,Data,99,56,40,88,64,Intermediate,Mechanical Engineer
PCMB,Biotech,68,44,74,85,54,Beginner,Biomedical Engineer
Commerce,Marketing,91,91,73,70,91,Advanced,Business Analyst
PCB,Research,94,56,44,59,52,Beginner,Nutritionist
Commerce,Finance,88,73,74,92,93,Advanced,Financial Analyst
PCB,Healthcare,87,87,60,49,41,Beginner,Nutritionist
PCM,AI,78,95,83,65,65,Intermediate,Mechanical Engineer
Arts,Design,83,56,89,61,87,Advanced,Lawyer
PCB,Medical,46,62,62,98,72,Intermediate,Biotechnologist
PCB,Research,75,67,80,48,75,Intermediate,Nutritionist
PCB,Research,81,46,48,60,61,Intermediate,Pharmacist
PCM,Data,67,74,87,40,75,Intermediate,Data Scientist
Commerce,Business,88,53,56,83,74,Intermediate,Chartered Accountant
Arts,Design,85,71,84,98,79,Intermediate,Journalist
PCM,Technology,97,100,49,96,87,Advanced,Data Scientist
Commerce,Finance,70,61,79,54,42,Beginner,Investment Banker
Commerce,Business,49,74,88,98,61,Intermediate,Financial Analyst
PCMB,Research,91,52,61,84,96,Advanced,Bioinformatics Scientist
PCM,Data,45,86,84,59,85,Advanced,Mechanical Engineer
Commerce,Finance,70,90,88,95,77,Intermediate,Investment Banker
PCM,Technology,99,95,70,100,85,Advanced,Mechanical Engineer
PCB,Research,48,89,45,70,60,Beginner,Nurse
PCB,Medical,95,81,40,64,76,Intermediate,Pharmacist
Arts,Design,42,50,84,88,85,Advanced,Graphic Designer
PCB,Research,90,88,59,49,87,Advanced,Nurse
Arts,Writing,98,58,45,58,62,Intermediate,Psychologist
PCM,Data,73,62,84,44,87,Advanced,Data Scientist
Commerce,Finance,42,86,86,67,88,Advanced,Investment Banker
PCB,Medical,91,90,49,97,98,Advanced,Nurse
PCM,Technology,42,65,57,97,86,Advanced,Software Developer
PCMB,Biotech,93,82,97,59,93,Advanced,Bioinformatics Scientist
Arts,Design,63,52,64,54,46,Beginner,Graphic Designer
Commerce,Marketing,86,88,52,97,90,Advanced,Investment Banker
PCM,Data,91,53,87,83,43,Beginner,Civil Engineer
Commerce,Finance,80,76,44,82,69,Intermediate,Chartered Accountant
PCM,Engineering,74,68,95,88,92,Advanced,Civil Engineer
PCB,Medical,94,79,64,93,98,Advanced,Doctor
PCB,Medical,68,81,64,53,99,Advanced,Doctor
PCM,Data,49,58,56,77,41,Beginner,Civil Engineer
PCM,Technology,98,44,61,97,75,Intermediate,Data Scientist
PCM,Data,93,46,78,81,45,Beginner,Mechanical Engineer
PCM,AI,46,53,65,56,60,Beginner,Civil Engineer
PCB,Research,76,88,62,66,64,Intermediate,Nurse
PCB,Research,50,85,90,65,64,Intermediate,Nurse
Arts,Writing,44,100,92,95,93,Advanced,Journalist
Arts,Writing,54,61,68,60,49,Beginner,Graphic Designer
PCM,Technology,58,46,72,85,57,Beginner,Data Scientist
Commerce,Marketing,91,43,63,86,47,Beginner,Chartered Accountant
PCB,Healthcare,46,80,100,75,56,Beginner,Doctor
Arts,Design,85,97,65,80,70,Intermediate,Graphic Designer
Arts,Design,88,75,41,72,75,Intermediate,Graphic Designer
Commerce,Marketing,95,51,41,77,50,Beginner,Investment Banker
PCMB,Biotech,59,98,84,91,53,Beginner,Biomedical Engineer
PCMB,AI,52,57,40,48,82,Advanced,Genetic Engineer
Arts,Writing,75,78,85,66,71,Intermediate,Psychologist
Commerce,Finance,53,52,49,85,79,Intermediate,Chartered Accountant
Commerce,Marketing,63,61,71,73,93,Advanced,Financial Analyst
Commerce,Marketing,80,54,60,87,50,Beginner,Chartered Accountant
PCM,AI,80,50,62,69,77,Intermediate,Mechanical Engineer
PCM,Data,88,53,59,56,60,Beginner,Mechanical Engineer
PCB,Healthcare,88,67,68,47,55,Beginner,Pharmacist
Commerce,Marketing,54,66,82,81,78,Intermediate,Investment Banker
Commerce,Business,95,98,78,49,54,Beginner,Business Analyst
PCB,Medical,54,65,70,89,85,Advanced,Pharmacist
PCMB,Research,82,85,75,86,81,Advanced,Genetic Engineer
Arts,Writing,95,91,75,54,83,Advanced,Lawyer
Arts,Writing,43,75,67,84,47,Beginner,Journalist
PCB,Medical,50,46,59,68,71,Intermediate,Doctor
Arts,Writing,44,44,75,96,94,Advanced,Journalist
PCMB,Biotech,87,87,91,81,68,Intermediate,Biomedical Engineer
Commerce,Business,87,88,64,92,70,Intermediate,Investment Banker
PCB,Healthcare,73,62,53,76,82,Advanced,Pharmacist
PCMB,Biotech,50,83,48,50,79,Intermediate,Biomedical Engineer
PCM,Technology,76,77,59,98,88,Advanced,Data Scientist
Arts,Writing,77,98,58,65,78,Intermediate,Journalist
PCM,AI,81,96,60,43,81,Advanced,Data Scientist
Arts,Writing,96,56,80,52,41,Beginner,Lawyer
PCM,Technology,79,81,81,74,93,Advanced,Data Scientist
PCM,AI,57,76,77,49,45,Beginner,Civil Engineer
Arts,Writing,69,71,58,95,59,Beginner,Lawyer
PCMB,AI,96,82,70,76,93,Advanced,Biomedical Engineer
PCB,Medical,78,84,54,88,79,Intermediate,Doctor
PCB,Medical,44,46,85,65,99,Advanced,Microbiologist
Arts,Design,78,49,41,63,69,Intermediate,Graphic Designer
PCM,Technology,60,92,57,61,53,Beginner,Mechanical Engineer
Arts,Writing,94,93,75,64,57,Beginner,Journalist
Commerce,Finance,48,78,70,78,79,Intermediate,Financial Analyst
Commerce,Marketing,55,56,70,71,56,Beginner,Chartered Accountant
Commerce,Finance,82,61,42,67,74,Intermediate,Financial Analyst
Commerce,Business,41,64,50,75,61,Intermediate,Financial Analyst
PCB,Medical,94,79,72,73,50,Beginner,Nutritionist
PCB,Research,62,71,96,65,62,Intermediate,Microbiologist
PCB,Medical,62,53,78,45,48,Beginner,Nutritionist
PCM,Data,57,61,69,80,74,Intermediate,Civil Engineer
PCMB,AI,79,79,98,41,41,Beginner,Bioinformatics Scientist
PCB,Medical,51,59,52,99,43,Beginner,Microbiologist
Commerce,Business,58,40,83,74,74,Intermediate,Investment Banker
PCMB,Biotech,81,72,60,63,99,Advanced,Biomedical Engineer
PCM,AI,63,83,96,92,47,Beginner,Mechanical Engineer
PCM,Engineering,62,93,96,70,70,Intermediate,Civil Engineer
PCB,Research,88,55,98,67,91,Advanced,Biotechnologist
PCM,Engineering,78,76,71,71,92,Advanced,Mechanical Engineer
Arts,Writing,46,96,56,99,53,Beginner,Lawyer
Commerce,Business,55,52,78,43,56,Beginner,Investment Banker
PCMB,Research,84,77,41,100,43,Beginner,Biomedical Engineer
PCMB,Biotech,56,50,46,66,82,Advanced,Biomedical Engineer
PCB,Healthcare,83,55,75,73,71,Intermediate,Nurse
Commerce,Business,63,48,78,54,63,Intermediate,Investment Banker
PCB,Research,96,66,53,61,94,Advanced,Nurse
PCMB,Research,42,47,73,53,80,Intermediate,Bioinformatics Scientist
Commerce,Business,81,41,44,90,49,Beginner,Investment Banker
Commerce,Marketing,65,99,46,92,87,Advanced,Investment Banker
Arts,Design,45,41,75,79,58,Beginner,Psychologist
Commerce,Marketing,82,50,88,58,93,Advanced,Business Analyst
PCM,Engineering,61,54,81,59,63,Intermediate,AI Engineer
PCM,AI,88,51,64,45,51,Beginner,Civil Engineer
PCMB,Biotech,51,40,48,73,46,Beginner,Biomedical Engineer
Commerce,Business,42,59,81,75,99,Advanced,Investment Banker
Arts,Human Behavior,98,93,47,75,65,Intermediate,Psychologist
Arts,Design,88,44,76,68,51,Beginner,Lawyer
PCB,Healthcare,58,90,88,91,63,Intermediate,Microbiologist
Commerce,Finance,57,45,42,90,70,Intermediate,Financial Analyst
PCB,Research,58,68,76,79,60,Beginner,Microbiologist
Arts,Design,88,87,80,55,100,Advanced,Lawyer
PCM,AI,59,46,52,87,87,Advanced,Mechanical Engineer
PCMB,Biotech,100,70,92,40,44,Beginner,Bioinformatics Scientist
Commerce,Marketing,86,50,51,97,85,Advanced,Business Analyst
PCMB,Research,97,94,40,52,52,Beginner,Biomedical Engineer
PCM,Engineering,85,97,62,96,95,Advanced,Data Scientist
PCMB,Biotech,81,72,96,93,79,Intermediate,Genetic Engineer
Arts,Human Behavior,62,51,55,90,62,Intermediate,Psychologist
Commerce,Business,55,92,45,71,79,Intermediate,Investment Banker
PCMB,Biotech,46,98,97,57,53,Beginner,Bioinformatics Scientist
Commerce,Marketing,89,86,59,41,72,Intermediate,Investment Banker
PCMB,Biotech,65,52,55,100,48,Beginner,Genetic Engineer
PCM,AI,68,97,51,75,62,Intermediate,AI Engineer
PCM,Data,68,72,77,69,82,Advanced,Mechanical Engineer
Commerce,Business,40,78,41,78,69,Intermediate,Investment Banker
Commerce,Finance,60,54,53,82,90,Advanced,Chartered Accountant
Arts,Design,63,91,98,50,61,Intermediate,Lawyer
Commerce,Finance,48,92,50,98,72,Intermediate,Financial Analyst
PCMB,AI,42,54,59,97,91,Advanced,Genetic Engineer
Commerce,Marketing,58,51,72,89,66,Intermediate,Chartered Accountant
Commerce,Marketing,85,59,81,94,100,Advanced,Financial Analyst
PCM,AI,52,40,96,91,82,Advanced,Data Scientist
Arts,Design,96,41,42,73,100,Advanced,Journalist
Arts,Design,51,86,75,98,44,Beginner,Journalist
PCB,Research,85,81,43,76,100,Advanced,Microbiologist
PCB,Research,68,61,57,68,52,Beginner,Nurse
PCM,Engineering,44,75,84,82,45,Beginner,Data Scientist
PCB,Medical,45,48,50,61,99,Advanced,Microbiologist
Commerce,Business,100,64,73,57,65,Intermediate,Investment Banker
Arts,Writing,63,49,67,59,69,Intermediate,Graphic Designer
PCB,Research,64,49,85,53,63,Intermediate,Microbiologist
PCM,Engineering,44,81,92,68,57,Beginner,Software Developer
PCB,Research,51,100,51,72,44,Beginner,Nurse
Arts,Writing,100,53,68,56,50,Beginner,Psychologist
Arts,Design,71,46,87,42,78,Intermediate,Journalist
PCM,AI,97,43,95,64,85,Advanced,AI Engineer
PCB,Medical,68,72,48,93,57,Beginner,Nutritionist
Arts,Design,95,50,50,76,44,Beginner,Graphic Designer
Arts,Design,88,54,62,95,78,Intermediate,Psychologist
PCM,AI,48,52,48,97,68,Intermediate,Data Scientist
PCM,Data,82,60,74,75,52,Beginner,Civil Engineer
PCM,AI,42,60,86,93,65,Intermediate,Data Scientist
PCMB,Research,41,52,64,44,82,Advanced,Biomedical Engineer
PCM,Engineering,81,60,40,91,60,Beginner,Mechanical Engineer
Arts,Design,79,77,45,61,57,Beginner,Psychologist
Arts,Writing,97,96,80,91,97,Advanced,Graphic Designer
PCMB,Biotech,69,94,45,75,53,Beginner,Biomedical Engineer
PCMB,Research,67,53,76,52,91,Advanced,Genetic Engineer
Commerce,Finance,85,98,58,65,64,Intermediate,Financial Analyst
PCMB,Biotech,55,54,56,97,43,Beginner,Genetic Engineer
PCB,Healthcare,53,78,44,81,91,Advanced,Doctor
PCM,Technology,44,63,75,83,45,Beginner,Mechanical Engineer
PCB,Research,83,67,72,84,41,Beginner,Nurse
Arts,Human Behavior,87,87,61,61,60,Beginner,Journalist
PCM,Data,48,83,47,70,43,Beginner,Civil Engineer
PCB,Healthcare,67,88,82,80,71,Intermediate,Pharmacist
PCM,Technology,87,63,97,98,97,Advanced,Data Scientist
Arts,Human Behavior,71,58,56,98,65,Intermediate,Graphic Designer
Commerce,Finance,92,95,50,94,44,Beginner,Chartered Accountant
PCB,Research,69,99,50,82,47,Beginner,Microbiologist
Commerce,Finance,59,46,45,48,60,Beginner,Investment Banker
PCMB,Biotech,81,44,50,67,61,Intermediate,Biomedical Engineer
Commerce,Business,73,41,67,51,54,Beginner,Business Analyst
Commerce,Marketing,44,73,63,67,96,Advanced,Business Analyst
Arts,Writing,48,56,95,71,72,Intermediate,Psychologist
Commerce,Marketing,43,60,41,78,90,Advanced,Business Analyst
PCMB,Biotech,70,82,44,51,89,Advanced,Genetic Engineer
PCMB,AI,60,98,60,40,68,Intermediate,Biomedical Engineer
PCM,Engineering,62,69,44,40,90,Advanced,Mechanical Engineer
Arts,Writing,56,73,41,64,97,Advanced,Journalist
PCM,Engineering,69,83,53,61,69,Intermediate,Software Developer
Arts,Writing,86,94,69,54,96,Advanced,Graphic Designer
PCB,Medical,66,74,61,75,40,Beginner,Pharmacist
Commerce,Marketing,76,52,81,73,100,Advanced,Investment Banker
PCM,Engineering,58,55,49,82,62,Intermediate,Data Scientist
PCM,Technology,53,75,95,93,89,Advanced,Mechanical Engineer
PCB,Research,77,46,64,84,43,Beginner,Nurse
PCM,Data,98,65,83,66,55,Beginner,Mechanical Engineer
Arts,Design,79,79,53,46,45,Beginner,Lawyer
PCM,Technology,69,51,76,89,78,Intermediate,Civil Engineer
PCMB,Biotech,42,77,87,50,91,Advanced,Genetic Engineer
PCM,AI,92,97,73,80,77,Intermediate,AI Engineer
PCM,Data,45,70,55,85,67,Intermediate,Mechanical Engineer
PCB,Healthcare,83,92,100,67,40,Beginner,Nurse
PCB,Research,84,89,55,81,41,Beginner,Microbiologist
Commerce,Marketing,91,99,77,71,85,Advanced,Financial Analyst
Arts,Design,70,79,71,69,82,Advanced,Lawyer
PCB,Healthcare,93,49,93,65,63,Intermediate,Biotechnologist
Arts,Human Behavior,40,93,49,93,42,Beginner,Graphic Designer
Commerce,Marketing,60,87,42,93,92,Advanced,Business Analyst
Arts,Writing,44,41,96,98,69,Intermediate,Lawyer
Arts,Writing,99,72,95,89,61,Intermediate,Journalist
PCMB,Research,69,91,77,54,87,Advanced,Biomedical Engineer
Commerce,Business,96,59,54,46,100,Advanced,Financial Analyst
PCM,Technology,82,60,72,94,95,Advanced,Civil Engineer
Commerce,Marketing,83,76,79,97,42,Beginner,Chartered Accountant
PCB,Medical,71,60,41,76,64,Intermediate,Pharmacist
Arts,Human Behavior,59,79,72,53,98,Advanced,Psychologist
PCB,Medical,60,76,70,53,52,Beginner,Microbiologist
Arts,Design,85,63,93,59,91,Advanced,Lawyer
Commerce,Business,68,95,81,54,96,Advanced,Business Analyst
PCM,Data,58,64,86,91,75,Intermediate,AI Engineer
PCM,Engineering,74,40,56,98,80,Intermediate,AI Engineer
PCM,Technology,60,91,78,45,94,Advanced,Civil Engineer
PCM,AI,73,61,97,53,100,Advanced,Software Developer
PCMB,AI,58,62,73,62,100,Advanced,Bioinformatics Scientist
PCM,AI,45,86,60,78,61,Intermediate,Software Developer
Arts,Writing,59,42,76,47,43,Beginner,Psychologist
PCMB,AI,88,52,62,99,66,Intermediate,Biomedical Engineer
Arts,Design,73,68,63,99,86,Advanced,Psychologist
Arts,Writing,66,64,82,61,84,Advanced,Lawyer
Arts,Writing,62,52,64,83,73,Intermediate,Psychologist
PCMB,Research,89,45,73,98,61,Intermediate,Biomedical Engineer
Arts,Design,60,66,80,68,60,Beginner,Journalist
Arts,Human Behavior,49,52,58,72,91,Advanced,Journalist
PCMB,Biotech,86,62,63,57,88,Advanced,Bioinformatics Scientist
PCMB,AI,74,93,99,84,90,Advanced,Bioinformatics Scientist
PCB,Research,62,72,66,66,40,Beginner,Pharmacist
Commerce,Business,67,57,79,55,55,Beginner,Investment Banker
PCM,Data,42,83,99,87,66,Intermediate,Civil Engineer
PCMB,Research,85,73,62,74,70,Intermediate,Genetic Engineer
PCM,Data,90,79,58,91,99,Advanced,Civil Engineer
PCB,Healthcare,76,77,65,98,80,Intermediate,Nutritionist
Commerce,Marketing,82,83,61,54,92,Advanced,Financial Analyst
Commerce,Business,84,84,62,46,75,Intermediate,Business Analyst
Commerce,Finance,61,94,46,91,54,Beginner,Financial Analyst
Arts,Writing,99,95,73,99,72,Intermediate,Lawyer
PCM,Engineering,67,62,71,67,90,Advanced,Civil Engineer
Arts,Human Behavior,58,59,91,46,88,Advanced,Psychologist
Arts,Human Behavior,90,73,100,52,85,Advanced,Lawyer
Commerce,Finance,72,52,55,85,76,Intermediate,Financial Analyst
Arts,Design,41,97,60,81,48,Beginner,Journalist
Arts,Writing,66,97,89,48,70,Intermediate,Lawyer
PCB,Research,98,74,78,100,69,Intermediate,Nutritionist
Arts,Design,64,57,72,75,43,Beginner,Lawyer
PCB,Healthcare,77,90,83,48,55,Beginner,Doctor
PCMB,Research,93,87,42,41,51,Beginner,Biomedical Engineer
PCM,Technology,87,77,45,43,91,Advanced,AI Engineer
PCB,Medical,90,58,81,53,78,Intermediate,Nurse
Commerce,Marketing,89,99,72,43,40,Beginner,Financial Analyst
PCB,Healthcare,85,71,48,100,44,Beginner,Nutritionist
PCM,Data,61,62,55,46,73,Intermediate,AI Engineer
Commerce,Business,47,70,91,81,95,Advanced,Financial Analyst
PCM,Data,71,75,81,52,75,Intermediate,AI Engineer
Arts,Writing,69,80,73,89,82,Advanced,Journalist
Commerce,Finance,73,56,68,94,99,Advanced,Financial Analyst
Commerce,Finance,88,47,85,93,66,Intermediate,Business Analyst
PCMB,AI,82,91,61,92,95,Advanced,Bioinformatics Scientist
PCM,Engineering,80,98,57,70,76,Intermediate,Mechanical Engineer
Arts,Design,96,67,86,56,40,Beginner,Graphic Designer
